state,zipcode,ethnicity,income,age,sex,education,marriage,children,party
IA,52136,30,20,100,1,31,2,30,0
IA,50461,30,20,50,1,30,1,30,2
IA,50461,30,20,100,1,30,3,30,0
IA,50459,30,21,100,1,30,2,30,2
IA,52155,30,20,100,1,31,3,30,0
IA,50476,30,20,100,1,30,1,30,0
IA,50472,30,20,100,1,31,3,30,0
IA,50459,30,21,100,1,31,2,30,2
IA,50456,30,21,100,1,30,1,30,0
IA,52136,30,20,100,2,31,3,30,2
IA,50459,30,20,50,1,30,3,30,0
IA,50440,30,20,100,1,31,2,30,0
IA,50628,30,20,50,2,31,1,30,2
IA,52101,30,21,50,2,31,0,30,2
IA,52136,30,20,100,1,31,2,30,0
IA,52155,30,20,100,1,30,3,30,0
IA,50461,30,20,100,1,31,2,30,1
IA,50464,30,20,100,1,31,2,30,0
IA,50459,30,21,100,2,31,3,30,2
IA,50456,30,20,100,1,30,3,30,2
IA,50448,30,20,100,2,30,0,30,0
IA,50472,30,20,100,1,31,3,30,0
IA,50472,30,21,100,2,30,0,30,2
IA,50446,30,20,100,2,31,0,30,0
IA,52136,30,20,100,2,31,2,30,1
IA,50456,30,20,100,1,30,1,30,0
IA,50466,30,21,100,1,30,3,30,0
IA,52163,30,21,100,1,30,1,30,0
IA,50472,30,21,100,1,31,0,30,0
IA,50459,30,20,100,1,30,1,30,2
IA,50446,30,20,100,1,30,1,30,0
IA,50434,30,20,100,1,30,0,30,2
IA,50459,30,20,100,1,30,1,30,1
IA,52136,30,20,100,2,31,0,30,0
IA,50461,30,21,100,2,31,1,30,2
IA,50472,30,20,100,1,31,2,30,1
IA,50459,30,20,100,1,30,1,30,2
IA,50461,30,20,50,2,31,1,30,0
IA,50459,30,20,100,2,31,2,30,0
IA,50446,30,20,100,2,31,3,30,1
IA,52163,30,20,100,1,31,2,30,2
IA,50628,30,20,100,1,31,2,30,1
IA,50460,30,20,100,2,31,2,30,2
IA,50440,30,20,100,1,31,1,30,2
IA,50459,30,21,100,1,30,1,30,0
IA,52136,30,21,50,2,30,1,30,2
IA,50466,30,21,100,1,31,1,30,0
IA,50456,30,21,100,2,30,1,30,0
IA,52101,30,20,100,1,31,2,30,2
IA,52136,30,20,100,1,31,1,30,0
IA,50461,30,20,100,1,30,3,30,1
IA,50472,30,20,100,1,31,2,30,1
IA,50456,30,21,100,1,31,3,30,0
IA,50434,30,21,100,1,31,1,30,1
IA,52101,30,20,100,2,30,2,30,0
IA,50461,30,20,100,1,30,1,30,2
IA,50472,30,20,100,2,31,1,30,1
IA,50426,30,20,100,1,31,2,30,2
IA,50476,30,20,100,2,30,2,30,0
IA,50459,30,20,100,1,30,2,30,0
IA,50440,30,20,100,1,31,2,30,0
IA,50456,30,20,100,1,31,2,30,0
IA,50628,30,20,100,1,31,2,30,0
IA,52136,30,20,50,2,31,1,30,0
IA,52136,30,20,100,1,30,1,30,0
IA,50444,30,21,50,2,31,3,30,0
IA,52155,30,20,100,1,31,2,30,0
IA,50440,30,21,100,1,31,2,30,2
IA,52165,30,20,100,1,31,2,30,0
IA,52163,30,20,100,2,31,1,30,1
IA,52155,30,20,100,1,31,2,30,0
IA,50459,30,20,100,1,31,0,30,0
IA,50466,30,20,100,1,31,2,30,0
IA,52101,30,20,50,1,31,2,30,2
IA,50628,30,20,50,2,31,3,30,0
IA,50459,30,20,50,2,31,1,30,0
IA,50628,30,20,50,1,31,0,30,0
IA,50456,30,21,100,2,31,2,30,0
IA,52136,30,21,50,2,30,0,30,0
IA,50628,30,20,100,2,30,2,30,0
IA,52136,30,20,100,1,31,2,30,0
IA,52155,30,21,100,1,31,2,30,1
IA,50466,30,20,100,2,31,2,30,1
IA,50472,30,20,100,1,30,2,30,2
IA,50472,30,20,100,1,31,3,30,0
IA,50448,30,20,100,1,31,2,30,0
IA,50459,30,21,100,1,31,1,30,2
IA,52165,30,21,100,1,31,0,30,0
IA,52136,30,20,100,1,31,2,30,0
IA,50461,30,20,100,1,30,1,30,2
IA,50461,30,20,100,2,31,1,30,0
IA,50459,30,21,100,1,31,2,30,0
IA,52101,30,20,100,1,31,3,30,0
IA,50466,30,20,100,1,30,1,30,1
IA,50461,30,21,100,2,31,2,30,0
IA,50472,30,21,100,2,31,2,30,2
IA,50459,30,20,100,1,31,3,30,2
IA,50446,30,21,100,2,31,2,30,0
IA,52136,30,20,100,1,31,0,30,0
IA,50446,30,20,100,1,31,2,30,0
IA,50459,30,20,100,1,30,0,30,2
IA,52101,30,20,100,2,31,3,30,0
IA,52136,30,21,100,1,31,0,30,0
IA,52136,30,20,100,1,31,2,30,2
IA,50461,30,20,100,1,30,3,30,2
IA,50472,30,20,100,1,31,1,30,1
IA,50461,30,20,100,2,31,2,30,0
IA,50628,30,20,50,2,31,2,30,0
IA,50460,30,20,100,2,31,0,30,0
IA,50459,30,20,100,1,31,1,30,2
IA,52136,30,21,100,2,30,1,30,0
IA,52163,30,21,50,2,30,3,30,0
IA,52165,30,21,100,1,30,1,30,1
IA,50466,30,20,100,1,31,2,30,1
IA,52136,30,21,50,2,31,2,30,0
IA,52101,30,20,100,1,30,1,30,1
IA,50459,30,20,100,1,30,1,30,1
IA,52101,30,20,100,1,31,0,30,2
IA,52101,30,20,100,1,31,3,30,2
IA,52136,30,20,100,2,31,2,30,0
IA,50466,30,20,100,1,30,1,30,2
IA,50459,30,21,100,1,30,0,30,0
IA,50440,30,20,100,1,31,2,30,2
IA,50444,30,20,100,1,30,1,30,2
IA,50434,30,20,100,1,30,1,30,2
IA,50456,30,21,100,2,31,1,30,0
IA,50472,30,21,100,1,31,2,30,0
IA,50459,30,20,100,1,31,2,30,2
IA,52155,30,21,100,1,31,2,30,1
IA,52136,30,20,100,1,31,2,30,2
IA,52101,30,20,100,1,30,1,30,0
IA,52136,30,20,100,1,30,1,30,0
IA,50466,30,21,100,2,31,2,30,0
IA,50472,30,20,100,1,30,1,30,0
IA,50448,30,20,100,2,31,1,30,2
IA,50476,30,21,50,2,31,1,30,0
IA,50459,30,20,50,1,31,2,30,0
IA,50461,30,20,100,1,31,2,30,2
IA,50472,30,20,100,1,31,1,30,1
IA,50459,30,21,100,1,30,1,30,1
IA,50456,30,20,100,1,30,1,30,0
IA,50472,30,21,100,2,31,2,30,0
IA,50472,30,20,100,1,30,1,30,2
IA,50459,30,20,50,1,31,2,30,0
IA,52101,30,20,100,1,31,2,30,2
IA,52155,30,20,50,1,31,2,30,0
IA,50466,30,20,100,1,30,1,30,0
IA,50440,30,21,100,1,31,2,30,0
IA,52101,30,20,100,1,31,2,30,0
IA,52165,30,20,100,1,31,1,30,2
IA,50448,30,20,100,1,31,2,30,2
IA,50461,30,21,100,2,30,1,30,2
IA,52134,30,20,100,1,30,0,30,2
IA,50466,30,20,50,2,31,0,30,0
IA,50459,30,20,100,2,30,1,30,1
IA,50459,30,21,100,1,30,1,30,0
IA,52101,30,20,100,1,30,0,30,1
IA,52136,30,21,100,2,31,2,30,0
IA,50472,30,21,100,1,31,2,30,2
IA,50459,30,20,100,1,31,1,30,2
IA,50459,30,21,100,2,31,2,30,0
IA,50450,30,20,50,2,31,1,30,0
IA,50459,30,21,50,1,31,2,30,2
IA,50466,30,20,50,1,31,2,30,2
IA,50460,30,20,100,2,31,1,30,2
IA,50476,30,21,100,1,30,3,30,0
IA,50461,30,20,100,1,30,1,30,0
IA,50459,30,21,100,1,30,3,30,0
IA,50444,30,20,100,2,30,0,30,0
IA,50466,30,20,100,1,31,2,30,2
IA,50472,30,21,100,1,30,2,30,2
IA,50456,30,20,100,2,31,3,30,1
IA,50472,30,20,100,1,31,0,30,0
IA,50460,30,20,100,1,31,2,30,2
IA,50461,30,20,100,1,31,2,30,2
IA,50459,30,20,100,1,30,1,30,2
IA,50459,30,20,100,1,31,2,30,0
IA,50461,30,21,100,1,31,2,30,2
IA,52136,30,20,100,1,31,2,30,0
IA,50440,30,20,50,2,31,2,30,0
IA,50459,30,20,100,1,31,2,30,1
IA,50459,30,20,100,1,31,2,30,2
IA,50466,30,20,100,2,31,2,30,2
IA,50459,30,20,100,2,30,3,30,1
IA,50448,30,20,50,1,30,3,30,0
IA,52136,30,20,100,1,31,0,30,2
IA,52136,30,21,100,2,31,2,30,0
IA,52165,30,20,100,1,31,2,30,2
IA,50459,30,20,100,2,30,0,30,2
IA,50628,30,21,100,1,31,1,30,0
IA,50434,30,20,100,1,31,2,30,2
IA,50466,30,20,50,2,30,0,30,0
IA,52101,30,20,50,1,31,2,30,0
IA,52155,30,20,100,1,30,1,30,2
IA,50472,30,21,100,2,31,1,30,2
IA,50459,30,21,100,2,30,1,30,2
IA,50444,30,21,100,1,30,2,30,0
IA,50466,30,20,100,2,31,2,30,0
IA,52155,30,20,100,2,31,3,30,1
IA,50628,30,20,100,1,31,2,30,1
IA,50448,30,20,100,1,31,2,30,0
IA,50472,30,20,100,1,31,2,30,2
IA,52155,30,21,100,1,31,1,30,1
IA,50461,30,21,100,1,30,1,30,2
IA,50461,30,21,100,1,31,1,30,2
IA,50456,30,20,100,1,30,3,30,1
IA,50456,30,20,100,1,30,1,30,1
IA,50459,30,20,100,1,31,2,30,1
IA,52165,30,20,100,2,31,0,30,2
IA,50456,30,20,100,1,30,3,30,1
IA,50456,30,20,100,1,31,2,30,0
IA,50472,30,20,50,2,31,1,30,0
IA,50434,30,20,100,1,31,2,30,0
IA,52136,30,20,100,1,31,1,30,1
IA,50456,30,20,100,2,31,3,30,0
IA,50455,30,20,100,1,31,0,30,2
IA,50472,30,21,100,1,30,1,30,0
IA,50440,30,20,100,1,31,2,30,2
IA,50448,30,20,100,1,31,3,30,1
IA,50459,30,20,100,1,31,2,30,2
IA,50448,30,20,100,1,31,2,30,1
IA,50450,30,20,100,2,30,1,30,1
IA,52136,30,21,100,2,31,0,30,0
IA,50459,30,20,100,2,31,2,30,1
IA,50461,30,20,100,1,31,2,30,0
IA,50466,30,20,100,1,31,2,30,0
IA,50459,30,21,100,1,31,2,30,0
IA,50456,30,21,100,1,31,1,30,1
IA,52165,30,20,50,2,30,1,30,2
IA,50456,30,21,50,2,30,1,30,0
IA,52165,30,20,100,1,31,1,30,2
IA,52136,30,20,100,1,30,1,30,0
IA,52136,30,20,100,1,31,2,30,0
IA,50472,30,21,100,1,31,0,30,2
IA,50472,30,20,100,1,31,2,30,1
IA,50459,30,20,100,2,31,2,30,2
IA,50456,30,20,100,2,31,1,30,2
IA,50461,30,21,100,1,31,2,30,0
IA,50456,30,20,50,2,31,1,30,0
IA,52163,30,20,100,1,31,2,30,0
IA,50440,30,20,100,1,31,2,30,0
IA,50434,30,21,100,1,30,1,30,2
IA,52101,30,20,100,2,31,0,30,1
IA,52136,30,20,100,2,31,3,30,1
IA,50466,30,20,100,1,30,1,30,0
IA,50461,30,20,100,1,31,2,30,2
IA,50461,30,20,100,1,31,3,30,0
IA,50459,30,20,100,1,31,2,30,1
IA,50459,30,20,100,1,31,2,30,0
IA,50476,30,20,100,2,30,0,30,1
IA,52101,30,21,100,2,30,2,30,1
IA,52136,30,21,100,1,30,1,30,0
IA,50456,30,20,100,1,30,1,30,0
IA,52101,30,20,100,1,31,2,30,2
IA,52155,30,20,100,2,31,1,30,0
IA,50472,30,20,100,2,31,1,30,2
IA,50476,30,20,100,1,31,2,30,0
IA,50434,30,20,100,2,31,0,30,1
IA,50628,30,21,100,1,31,2,30,2
IA,50472,30,20,50,2,31,3,30,0
IA,52136,30,20,100,1,31,2,30,0
IA,50466,30,20,100,2,31,2,30,0
IA,50446,30,21,100,2,31,2,30,2
IA,50628,30,21,100,2,31,2,30,0
IA,52136,30,20,100,1,30,2,30,0
IA,50466,30,20,100,1,31,2,30,1
IA,50461,30,20,100,1,30,1,30,0
IA,50466,30,20,100,2,31,2,30,0
IA,50461,30,21,100,2,31,2,30,0
IA,50446,30,20,100,2,31,3,30,1
IA,50459,30,20,100,2,30,1,30,2
IA,50456,30,20,100,1,31,2,30,1
IA,50454,30,21,100,2,30,1,30,0
IA,52136,30,20,100,2,31,2,30,0
IA,52136,30,20,100,1,31,2,30,0
IA,50472,30,20,100,1,30,1,30,2
IA,52155,30,20,100,1,31,2,30,0
IA,50461,30,21,100,1,30,1,30,1
IA,50446,30,20,100,1,31,3,30,0
IA,50476,30,20,100,2,31,1,30,1
IA,50476,30,20,100,2,30,2,30,0
IA,50481,30,20,50,2,31,2,30,0
IA,52136,30,20,100,1,31,1,30,0
IA,50472,30,20,100,1,31,2,30,2
IA,52155,30,20,100,1,31,2,30,0
IA,50446,30,20,50,1,31,2,30,0
IA,50460,30,20,50,1,30,0,30,2
IA,52101,30,21,100,1,30,3,30,0
IA,50444,30,20,100,2,30,2,30,0
IA,52163,30,20,100,1,30,1,30,0
IA,52155,30,20,100,1,30,1,30,2
IA,50460,30,21,100,1,30,1,30,0
IA,50456,30,20,100,1,31,2,30,2
IA,50456,30,20,100,1,30,1,30,0
IA,50459,30,20,100,1,30,2,30,0
IA,50459,30,21,100,2,30,3,30,0
IA,52136,30,20,100,1,31,1,30,2
IA,50464,30,20,100,1,30,1,30,1
IA,50456,30,20,100,1,30,1,30,0
IA,52101,30,20,50,2,31,1,30,0
IA,50459,30,20,100,1,31,2,30,0
IA,50459,30,20,100,2,31,0,30,1
IA,50461,30,21,100,2,30,0,30,2
IA,50444,30,21,100,1,31,1,30,0
IA,50628,30,20,100,2,31,2,30,0
IA,52163,30,20,100,1,31,2,30,0
IA,50459,30,20,100,1,31,3,30,2
IA,52155,30,21,100,2,31,2,30,0
IA,52101,30,21,100,1,31,2,30,0
IA,50460,30,21,100,1,30,1,30,2
IA,50466,30,20,100,2,31,2,30,0
IA,50456,30,20,100,1,31,3,30,0
IA,50444,30,21,100,2,30,3,30,0
IA,50456,30,20,50,1,31,2,30,2
IA,50459,30,20,50,2,31,3,30,0
IA,50472,30,20,100,2,31,1,30,2
IA,50459,30,20,50,2,31,1,30,0
IA,52155,30,20,100,1,31,2,30,0
IA,50446,30,20,100,1,31,2,30,2
IA,52165,30,20,100,2,31,3,30,2
IA,50476,30,21,100,1,31,0,30,2
IA,50466,30,21,100,1,31,0,30,0
IA,50448,30,20,100,1,31,2,30,0
IA,50456,30,21,50,2,31,2,30,0
IA,52101,30,20,50,1,31,0,30,0
IA,52136,30,20,100,1,31,2,30,2
IA,50464,30,20,100,1,30,3,30,0
IA,50628,30,20,100,1,30,1,30,2
IA,52165,30,20,100,1,30,0,30,2
IA,50461,30,21,100,2,31,2,30,2
IA,50472,30,21,100,1,31,2,30,2
IA,50459,30,21,100,1,31,2,30,2
IA,50446,30,20,100,2,31,3,30,2
IA,52136,30,21,100,1,30,1,30,2
IA,50459,30,20,100,1,31,2,30,0
IA,50476,30,20,100,2,30,1,30,2
IA,50461,30,21,100,1,31,2,30,2
IA,52165,30,20,100,2,31,1,30,0
IA,52101,30,21,100,2,31,2,30,2
IA,50628,30,20,100,1,31,2,30,1
IA,50455,30,21,100,1,31,3,30,0
IA,50434,30,20,100,2,30,0,30,1
IA,50456,30,20,100,2,30,3,30,2
IA,50459,30,21,100,1,31,1,30,2
IA,50459,30,20,100,2,31,1,30,1
IA,50459,30,20,100,1,30,1,30,0
IA,50444,30,20,100,1,30,1,30,2
IA,50434,30,20,100,1,30,1,30,2
IA,50459,30,20,100,1,30,1,30,1
IA,50459,30,21,100,2,31,0,30,2
IA,50446,30,20,100,2,30,2,30,1
IA,50472,30,20,100,1,30,3,30,2
IA,50459,30,20,50,2,30,1,30,0
IA,50466,30,20,100,1,31,2,30,2
IA,50628,30,20,100,2,30,2,30,0
IA,52165,30,20,100,1,31,2,30,0
IA,50459,30,21,100,1,31,1,30,0
IA,50472,30,20,100,1,30,0,30,1
IA,50456,30,20,100,1,31,2,30,0
IA,52165,30,21,100,1,31,1,30,1
IA,52134,30,20,100,2,31,2,30,0
IA,52136,30,20,100,1,31,2,30,1
IA,50628,30,20,100,1,30,1,30,2
IA,50466,30,21,100,1,31,2,30,0
IA,50459,30,20,100,2,31,1,30,2
IA,50456,30,20,100,1,31,2,30,0
IA,50472,30,21,100,1,31,2,30,2
IA,52136,30,20,100,1,31,2,30,0
IA,50456,30,21,100,1,31,2,30,1
IA,52101,30,20,50,1,31,2,30,2
IA,50472,30,20,50,2,31,2,30,1
IA,50628,30,20,100,2,31,1,30,1
IA,50461,30,20,50,1,31,2,30,2
IA,52155,30,20,100,1,31,2,30,2
IA,50472,30,20,100,2,31,2,30,2
IA,50472,30,20,100,1,30,0,30,2
IA,50444,30,20,100,1,31,2,30,2
IA,50444,30,21,100,2,31,2,30,0
IA,50461,30,21,100,2,31,1,30,0
IA,50466,30,21,100,2,30,1,30,0
IA,50456,30,21,50,1,30,2,30,1
IA,52136,30,21,100,2,30,3,30,1
IA,52155,30,20,100,1,30,1,30,2
IA,50461,30,20,100,1,31,2,30,2
IA,50628,30,20,100,1,30,1,30,2
IA,50459,30,21,100,2,31,3,30,2
IA,52134,30,21,100,2,31,2,30,1
IA,50466,30,21,100,1,31,2,30,2
IA,50459,30,20,100,2,31,3,30,2
IA,50456,30,20,100,2,31,2,30,1
IA,50459,30,20,100,1,30,1,30,2
IA,50459,30,20,100,2,30,3,30,2
IA,50448,30,20,100,1,30,1,30,1
IA,50459,30,20,100,1,30,2,30,2
IA,50628,30,21,100,1,31,2,30,2
IA,52155,30,20,50,2,31,2,30,0
IA,50444,30,21,50,2,30,2,30,2
IA,50456,30,20,50,2,31,2,30,0
IA,52155,30,20,100,1,31,2,30,0
IA,50448,30,20,100,2,31,3,30,0
IA,50459,30,20,100,1,31,3,30,2
IA,50461,30,21,100,1,31,0,30,0
IA,50466,30,20,100,1,31,2,30,1
IA,50459,30,20,100,2,31,2,30,2
IA,50459,30,20,50,1,31,2,30,1
IA,50459,30,20,100,1,31,2,30,0
IA,50472,30,20,50,2,31,2,30,0
IA,50459,30,21,50,1,30,1,30,0
IA,50434,30,20,100,1,30,2,30,0
IA,50628,30,20,100,2,31,2,30,0
IA,50476,30,21,100,2,30,2,30,2
IA,50459,30,20,100,1,31,1,30,2
IA,50450,30,20,100,1,30,1,30,0
IA,52155,30,20,100,1,30,1,30,0
IA,50461,30,20,50,1,30,3,30,1
IA,50472,30,20,100,1,30,1,30,1
IA,50466,30,20,100,2,31,2,30,0
IA,52155,30,20,100,2,30,2,30,0
IA,52136,30,20,100,1,30,1,30,1
IA,50461,30,21,100,2,31,2,30,0
IA,50476,30,21,100,1,30,2,30,2
IA,50456,30,20,100,1,31,2,30,2
IA,50444,30,21,100,2,30,2,30,1
IA,50461,30,20,100,1,31,2,30,2
IA,50472,30,20,100,1,31,2,30,2
IA,52136,30,20,100,2,31,2,30,0
IA,50466,30,21,50,2,30,1,30,0
IA,50461,30,20,50,2,30,2,30,2
IA,52155,30,21,100,1,31,2,30,0
IA,52136,30,20,100,1,31,2,30,0
IA,52136,30,21,100,2,30,1,30,0
IA,52165,30,20,100,2,31,0,30,2
IA,52136,30,20,100,1,30,1,30,0
IA,52136,30,21,100,1,30,1,30,1
IA,52155,30,20,100,1,31,2,30,2
IA,50461,30,21,100,1,30,2,30,0
IA,50461,30,20,100,1,30,1,30,2
IA,50440,30,21,100,2,30,2,30,1
IA,50448,30,21,100,2,31,2,30,1
IA,50459,30,20,100,1,31,3,30,2
IA,50459,30,21,100,2,31,1,30,0
IA,50446,30,20,100,1,31,2,30,0
IA,50476,30,20,100,1,30,3,30,0
IA,50472,30,21,100,2,30,1,30,0
IA,52101,30,20,100,2,30,1,30,2
IA,50434,30,20,100,1,30,3,30,1
IA,50628,30,20,100,2,31,3,30,1
IA,50466,30,20,100,1,30,0,30,2
IA,50466,30,20,100,1,30,1,30,2
IA,50476,30,21,100,1,30,1,30,1
IA,50434,30,20,100,1,30,1,30,2
IA,50461,30,20,100,2,31,3,30,0
IA,50628,30,20,100,2,31,0,30,2
IA,50434,30,20,50,2,30,2,30,2
IA,50466,30,20,100,1,31,2,30,1
IA,50434,30,20,50,1,31,2,30,2
IA,50444,30,20,100,2,30,2,30,2
IA,50459,30,21,100,2,31,1,30,2
IA,52136,30,20,100,1,31,1,30,0
IA,50461,30,20,100,1,31,2,30,0
IA,50628,30,21,100,2,31,2,30,0
IA,50466,30,20,100,2,30,2,30,2
IA,50460,30,20,100,1,30,1,30,0
IA,50472,30,20,100,1,31,2,30,0
IA,50472,30,20,100,1,31,2,30,2
IA,50466,30,20,100,1,31,2,30,0
IA,50472,30,20,50,2,31,1,30,0
IA,50472,30,20,100,2,31,0,30,0
IA,52134,30,21,100,2,31,1,30,2
IA,50459,30,21,100,2,30,0,30,2
IA,50456,30,20,100,2,31,2,30,1
IA,52101,30,20,100,2,30,2,30,0
IA,50459,30,20,100,2,31,3,30,0
IA,52134,30,20,100,1,31,0,30,2
IA,50466,30,20,100,1,30,1,30,0
IA,50459,30,20,100,2,31,0,30,0
IA,50466,30,20,100,1,31,2,30,2
IA,50456,30,20,50,2,30,2,30,2
IA,52101,30,20,100,1,30,1,30,1
IA,50459,30,20,50,2,31,2,30,0
IA,50459,30,20,100,1,31,2,30,0
IA,50659,30,20,100,2,31,3,30,0
IA,52155,30,20,100,1,30,1,30,0
IA,52136,30,20,100,1,31,2,30,0
IA,50476,30,20,100,1,31,2,30,2
IA,50461,30,21,100,1,31,1,30,2
IA,50466,30,21,100,1,31,3,30,0
IA,50446,30,21,100,2,31,2,30,2
IA,50466,30,21,100,2,31,2,30,0
IA,50459,30,21,100,2,30,1,30,0
IA,52155,30,21,100,2,30,1,30,2
IA,52155,30,21,100,1,31,2,30,0
IA,50464,30,20,100,1,31,1,30,0
IA,50434,30,20,50,2,31,1,30,0
IA,50456,30,20,50,1,31,2,30,0
IA,50472,30,20,100,1,31,2,30,1
IA,50446,30,21,100,1,31,2,30,1
IA,50461,30,20,100,2,31,0,30,0
IA,52136,30,20,100,2,31,0,30,2
IA,52155,30,20,100,2,30,3,30,1
IA,50459,30,20,100,2,31,1,30,1
IA,50459,30,20,100,1,31,2,30,1
IA,52155,30,20,50,1,31,3,30,0
IA,50476,30,21,100,1,31,1,30,0
IA,50444,30,20,100,1,31,2,30,1
IA,50459,30,20,100,2,30,1,30,0
IA,50472,30,20,100,2,31,1,30,0
IA,50456,30,20,50,2,31,2,30,0
IA,52155,30,20,100,1,30,1,30,2
IA,50472,30,20,100,1,31,1,30,0
IA,50461,30,21,100,2,31,3,30,0
IA,50459,30,21,100,2,31,1,30,2
IA,50446,30,20,50,2,31,1,30,2
IA,52155,30,20,50,2,30,1,30,2
IA,50461,30,20,100,1,31,2,30,0
IA,50461,30,20,50,1,31,1,30,0
IA,50459,30,21,100,1,30,3,30,1
IA,52101,30,21,100,1,30,2,30,0
IA,52161,30,21,100,2,30,1,30,2
IA,52101,30,21,100,1,31,3,30,1
IA,52175,30,21,100,2,31,2,30,2
IA,52132,30,20,100,2,31,2,30,0
IA,52141,30,20,50,1,31,0,30,0
IA,52171,30,20,100,1,30,1,30,0
IA,52172,30,20,50,1,31,2,30,0
IA,52132,30,20,100,2,31,2,30,2
IA,52175,30,20,50,2,31,2,30,2
IA,52168,30,21,100,1,31,2,30,0
IA,52142,30,20,100,1,31,3,30,2
IA,52101,30,20,100,1,30,1,30,1
IA,52132,30,20,100,1,30,1,30,0
IA,52132,30,20,100,1,30,1,30,0
IA,52133,30,20,100,1,30,1,30,0
IA,52169,30,21,100,2,30,0,30,2
IA,52101,30,21,100,2,31,0,30,0
IA,52043,30,20,100,1,30,1,30,2
IA,52043,30,20,100,1,30,1,30,2
IA,52132,30,20,100,2,31,3,30,0
IA,52175,30,21,100,2,30,1,30,0
IA,52101,30,21,100,2,30,0,30,0
IA,52142,30,20,100,1,31,2,30,0
IA,52043,30,20,100,1,31,2,30,1
IA,52101,30,21,100,1,30,1,30,0
IA,52132,30,20,100,1,31,2,30,0
IA,52133,30,21,100,2,30,1,30,0
IA,52161,30,20,100,2,31,0,30,0
IA,52043,30,20,100,1,31,2,30,1
IA,52101,30,21,100,2,30,1,30,0
IA,52101,30,21,100,1,31,0,30,0
IA,52101,30,20,50,2,30,1,30,0
IA,52142,30,20,50,2,30,2,30,2
IA,52101,30,20,100,1,31,2,30,2
IA,52132,30,20,100,1,31,1,30,1
IA,52101,30,21,100,1,31,2,30,2
IA,52135,30,20,100,1,31,1,30,0
IA,52142,30,20,100,2,31,3,30,0
IA,52135,30,20,100,1,31,2,30,0
IA,52101,30,20,50,2,30,2,30,0
IA,52132,30,20,100,1,31,1,30,2
IA,52142,30,20,100,2,30,0,30,0
IA,52077,30,20,100,1,31,2,30,0
IA,52101,30,21,100,1,30,1,30,0
IA,52142,30,20,100,1,31,1,30,2
IA,52101,30,20,100,2,30,0,30,0
IA,52101,30,20,100,2,31,3,30,1
IA,52166,30,21,50,2,30,1,30,0
IA,52144,30,20,100,1,31,2,30,0
IA,52165,30,21,100,2,31,2,30,0
IA,52144,30,21,100,1,31,2,30,0
IA,52144,30,21,100,1,31,2,30,0
IA,52175,30,21,100,1,31,1,30,2
IA,52147,30,21,100,1,30,2,30,2
IA,52142,30,20,100,1,30,1,30,0
IA,52161,30,20,100,1,31,3,30,0
IA,52141,30,20,50,2,31,1,30,0
IA,52142,30,21,50,2,30,3,30,1
IA,52142,30,21,50,2,31,1,30,0
IA,52132,30,20,50,2,30,1,30,0
IA,52144,30,20,100,2,31,2,30,1
IA,52101,30,21,100,1,31,1,30,1
IA,52147,30,21,100,1,31,1,30,0
IA,52171,30,20,100,1,31,2,30,0
IA,52101,30,20,100,2,31,2,30,2
IA,52166,30,20,100,2,31,2,30,2
IA,52171,30,20,100,2,31,0,30,2
IA,52147,30,20,100,1,31,1,30,2
